"date","weighted","close","high","low","open","volume"
"2019-11-28 16:11:00","154.613785","154.94","157.92","150.89","151.31","30516937.6"
"2019-11-29 16:11:00","152.638356","152.2","155.71","150.25","154.94","17320967.2"
"2019-11-30 16:11:00","149.261282","151.36","152.86","146.4","152.2","22262179.95"
"2019-12-01 16:12:00","149.117583","149.36","151.99","147.41","151.36","17471664.32"
"2019-12-02 16:12:00","148.32983","147.73","150.32","146.33","149.36","16082792.37"
"2019-12-03 16:12:00","147.678671","145.73","152.7","143.68","147.73","38519950.69"
"2019-12-04 16:12:00","146.851619","148.32","149.18","144.19","145.73","18510758.14"
"2019-12-05 16:12:00","148.062242","149.06","149.86","146.36","148.32","16380866.11"
"2019-12-06 16:12:00","148.507475","147.79","150.04","147.62","149.06","10846746.85"
"2019-12-07 16:12:00","149.893803","151.06","152.19","146.87","147.79","15605320.89"
"2019-12-08 16:12:00","149.388615","147.68","151.6","147.03","151.06","19462562.42"
"2019-12-09 16:12:00","146.42201","145.92","148.36","144.25","147.68","17868437.17"
"2019-12-10 16:12:00","144.339151","143.61","146.6","142.52","145.92","13237404.13"
"2019-12-11 16:12:00","143.278344","145.05","146.06","139.6","143.61","27472534.95"
"2019-12-12 16:12:00","144.534123","144.97","145.41","143.28","145.05","15369544.78"
"2019-12-13 16:12:00","143.375995","142.18","145.32","141.58","144.97","12292293.63"
"2019-12-14 16:12:00","142.462587","142.74","144.23","140.43","142.18","13660218.94"
"2019-12-15 16:12:00","135.266175","132.68","142.96","129.95","142.74","39951676.26"
"2019-12-16 16:12:00","126.546462","122.11","132.88","120.01","132.68","56851371.41"
"2019-12-17 16:12:00","125.516537","133.07","134.71","116.61","122.11","65913599.62"
"2019-12-18 16:12:00","128.10269","128.31","134.2","126.02","133.07","32498419.99"
"2019-12-19 16:12:00","127.663617","128.58","129.49","125.97","128.31","17023513.1"
"2019-12-20 16:12:00","127.794816","127.52","128.67","126.93","128.58","8041661.31"
"2019-12-21 16:12:00","130.637056","132.56","133.37","127.36","127.52","17802845.73"
"2019-12-22 16:12:00","131.66286","128.1","135.3","126.41","132.56","28645381.53"
"2019-12-23 16:12:00","128.220331","128.02","129.67","126.95","128.1","11092612.68"
"2019-12-24 16:12:00","125.104886","125.1","128.12","123.64","128.02","16374232.94"
"2019-12-25 16:12:00","127.452126","125.73","132.24","124.4","125.1","19432147.74"
"2019-12-26 16:12:00","125.226509","126.5","126.95","122.49","125.73","16750626"
"2019-12-27 16:12:00","128.104024","128.21","129.84","126.19","126.5","12491621.94"
"2019-12-28 16:12:00","133.026426","134.55","138.04","127.68","128.21","24393957.73"
"2019-12-29 16:12:00","132.94639","131.41","136.2","130.26","134.55","21130435.4"
"2019-12-30 16:12:00","130.226043","128.91","133.45","128.01","131.41","25202316.61"
"2019-12-31 16:12:00","131.013339","130.6","132.91","128.51","128.91","17800291.03"
"2020-01-01 16:01:00","128.396543","127.18","130.6","126.42","130.6","20089150.38"
